장바구니번호,회원번호(FK),장바구니구분
312238,121027,1
312239,121028,1
312240,111136,1
312241,111137,1
312242,111138,1
312243,111139,1
312244,111140,1
312245,111141,1
312246,121029,1
312247,111142,1
312248,111143,1
312249,121030,1
312250,121031,1
312251,111144,1
312252,111145,1
312253,111146,1
312254,111147,1
312255,111148,1
312256,111149,1
312257,121463,1
312258,121032,1
312259,121033,1
312260,111150,1
312261,111151,1
312262,111152,1
312263,111153,1
312264,121034,1
312265,111154,1
312266,121035,1
312267,121036,1
312268,111155,1
312269,111156,1
312270,121037,1
312271,121038,1
312272,111157,1
312273,111158,1
312274,121039,1
312275,111159,1
312276,111160,1
312277,111161,1
312278,111162,1
312279,121040,1
312280,111163,1
312281,111164,1
312282,111165,1
312283,121041,1
312284,111166,1
312285,111167,1
312286,111168,1
312287,111169,1
312288,121441,1
312289,121042,1
312290,121043,1
312291,111170,1
312292,111171,1
312293,111172,1
312294,121044,1
312295,121045,1
312296,111173,1
312297,111174,1
312298,121046,1
312299,121047,1
312300,111175,1
312301,111176,1
312302,121048,1
312303,111177,1
312304,121049,1
312305,111178,1
312306,121050,1
312307,111179,1
312308,111180,1
312309,111181,1
312310,111182,1
312311,121051,1
312312,121052,1
312313,111183,1
312314,111184,1
312315,111185,1
312316,111186,1
312317,121053,1
312318,111187,1
312319,121054,1
312320,111188,1
312321,111189,1
312322,111190,1
312323,121055,1
312324,111191,1
312325,111192,1
312326,121444,1
312327,111193,1
312328,121056,1
312329,121057,1
312330,111194,1
312331,121058,1
312332,111195,1
312333,121059,1
312334,121060,1
312335,111196,1
312336,111197,1
312337,121061,1
312338,111198,1
312339,111199,1
312340,121062,1
312341,121063,1
312342,121064,1
312343,121065,1
312344,121066,1
312345,111200,1
312346,111201,1
312347,121067,1
312348,121068,1
312349,111202,1
312350,121069,1
312351,121448,1
312352,111203,1
312353,111204,1
312354,121070,1
312355,111205,1
312356,121071,1
312357,121072,1
312358,121073,1
312359,111206,1
312360,121074,1
312361,121075,1
312362,121076,1
312363,111207,1
312364,121077,1
312365,121078,1
312366,121079,1
312367,111208,1
312368,111209,1
312369,111210,1
312370,111211,1
312371,121080,1
312372,111212,1
312373,121081,1
312374,121082,1
312375,111213,1
312376,121083,1
312377,111214,1
312378,121084,1
312379,111215,1
312380,111216,1
312381,111217,1
312382,121085,1
312383,121086,1
312384,111218,1
312385,121087,1
312386,111219,1
312387,121088,1
312388,111220,1
312389,121089,1
312390,121090,1
312391,121091,1
312392,121092,1
312393,121093,1
312394,121094,1
312395,121095,1
312396,121096,1
312397,121097,1
312398,121098,1
312399,121099,1
312400,121100,1
312401,121101,1
312402,121102,1
312403,111221,1
312404,121103,1
312405,121104,1
312406,121105,1
312407,121106,1
312408,111222,1
312409,121107,1
312410,121108,1
312411,121109,1
312412,111223,1
312413,121110,1
312414,111224,1
312415,121111,1
312416,121112,1
312417,121113,1
312418,121114,1
312419,121115,1
312420,111225,1
312421,111226,1
312422,111227,1
312423,121116,1
312424,111228,1
312425,111229,1
312426,111230,1
312427,111231,1
312428,121117,1
312429,111232,1
312430,111233,1
312431,121118,1
312432,111234,1
312433,121119,1
312434,111235,1
312435,111236,1
312436,111237,1
312437,121120,1
312438,121121,1
312439,111238,1
312440,111239,1
312441,111240,1
312442,121122,1
312443,121123,1
312444,111241,1
312445,111242,1
312446,121124,1
312447,121125,1
312448,121126,1
312449,121127,1
312450,121128,1
312451,111243,1
312452,121129,1
312453,111244,1
312454,121130,1
312455,111245,1
312456,111246,1
312457,111247,1
312458,111248,1
312459,111249,1
312460,121131,1
312461,111250,1
312462,111251,1
312463,121132,1
312464,121133,1
312465,111252,1
312466,121134,1
312467,121135,1
312468,111253,1
312469,111254,1
312470,111255,1
312471,111256,1
312472,121136,1
312473,121137,1
312474,111257,1
312475,121138,1
312476,121139,1
312477,121140,1
312478,111258,1
312479,121141,1
312480,111259,1
312481,111260,1
312482,121142,1
312483,121143,1
312484,121144,1
312485,111261,1
312486,121145,1
312487,121146,1
312488,111262,1
312489,111263,1
312490,121147,1
312491,121443,1
312492,111264,1
312493,111265,1
312494,121434,1
312495,121148,1
312496,111266,1
312497,121149,1
312498,111267,1
312499,121150,1
312500,121151,1
312501,121152,1
312502,111268,1
312503,121153,1
312504,111269,1
312505,111270,1
312506,111271,1
312507,111272,1
312508,111273,1
312509,121154,1
312510,111274,1
312511,111275,1
312512,111276,1
312513,111277,1
312514,121155,1
312515,111278,1
312516,111279,1
312517,111280,1
312518,111281,1
312519,121156,1
312520,111282,1
312521,121157,1
312522,111283,1
312523,121158,1
312524,121159,1
312525,121160,1
312526,111284,1
312527,111285,1
312528,121161,1
312529,121162,1
312530,111286,1
312531,121163,1
312532,111287,1
312533,111288,1
312534,111289,1
312535,111290,1
312536,121164,1
312537,111291,1
312538,111292,1
312539,111293,1
312540,111294,1
312541,121165,1
312542,121166,1
312543,111295,1
312544,121167,1
312545,111296,1
312546,111297,1
312547,111298,1
312548,121168,1
312549,111299,1
312550,111300,1
312551,111301,1
312552,121169,1
312553,111302,1
312554,111303,1
312555,121170,1
312556,111304,1
312557,121171,1
312558,111305,1
312559,111306,1
312560,111307,1
312561,111308,1
312562,111309,1
312563,121172,1
312564,121491,1
312565,121173,1
312566,121174,1
312567,121175,1
312568,111310,1
312569,121176,1
312570,111311,1
312571,121482,1
312572,121177,1
312573,111312,1
312574,111313,1
312575,111314,1
312576,121178,1
312577,111315,1
312578,121179,1
312579,111316,1
312580,111317,1
312581,121180,1
312582,121181,1
312583,121493,1
312584,111318,1
312585,111319,1
312586,121182,1
312587,121183,1
312588,111320,1
312589,111321,1
312590,121184,1
312591,111322,1
312592,121185,1
312593,111323,1
312594,111324,1
312595,111325,1
312596,121186,1
312597,111326,1
312598,121187,1
312599,111327,1
312600,121473,1
312601,121188,1
312602,121189,1
312603,121190,1
312604,111328,1
312605,111329,1
312606,111330,1
312607,111331,1
312608,121191,1
312609,121459,1
312610,121192,1
312611,121193,1
312612,111332,1
312613,121194,1
312614,121195,1
312615,121196,1
312616,121197,1
312617,111333,1
312618,111334,1
312619,111335,1
312620,121198,1
312621,111336,1
312622,111337,1
312623,121199,1
312624,121200,1
312625,121201,1
312626,111338,1
312627,111339,1
312628,111340,1
312629,121453,1
312630,121202,1
312631,111341,1
312632,121203,1
312633,121204,1
312634,111342,1
312635,111343,1
312636,111344,1
312637,121205,1
312638,121206,1
312639,111345,1
312640,111346,1
312641,121207,1
312642,111347,1
312643,111348,1
312644,111349,1
312645,121208,1
312646,121209,1
312647,111350,1
312648,121210,1
312649,121211,1
312650,111351,1
312651,121212,1
312652,111352,1
312653,121213,1
312654,121214,1
312655,111353,1
312656,121215,1
312657,121216,1
312658,121217,1
312659,121218,1
312660,111354,1
312661,111355,1
312662,121219,1
312663,111356,1
312664,111357,1
312665,121220,1
312666,121221,1
312667,111358,1
312668,121222,1
312669,121223,1
312670,121224,1
312671,121225,1
312672,111359,1
312673,121226,1
312674,111360,1
312675,121227,1
312676,121228,1
312677,121229,1
312678,111361,1
312679,121230,1
312680,111362,1
312681,121231,1
312682,121232,1
312683,121233,1
312684,111363,1
312685,121234,1
312686,121235,1
312687,111364,1
312688,111365,1
312689,121236,1
312690,111366,1
312691,111367,1
312692,111368,1
312693,111369,1
312694,121469,1
312695,121237,1
312696,111370,1
312697,121238,1
312698,111371,1
312699,121239,1
312700,111372,1
312701,121240,1
312702,121241,1
312703,121242,1
312704,111373,1
312705,121243,1
312706,121244,1
312707,121245,1
312708,121246,1
312709,111374,1
312710,121247,1
312711,111375,1
312712,121248,1
312713,111376,1
312714,111377,1
312715,121249,1
312716,111378,1
312717,121250,1
312718,111379,1
312719,121251,1
312720,111380,1
312721,111381,1
312722,111382,1
312723,121252,1
312724,111383,1
312725,121253,1
312726,121254,1
312727,121255,1
312728,121256,1
312729,121257,1
312730,111384,1
312731,111385,1
312732,121258,1
312733,121259,1
312734,111386,1
312735,121260,1
312736,111387,1
312737,121261,1
312738,111388,1
312739,121262,1
312740,121263,1
312741,121264,1
312742,111389,1
312743,121265,1
312744,121266,1
312745,111390,1
312746,121267,1
312747,111391,1
312748,121268,1
312749,121269,1
312750,111392,1
312751,121270,1
312752,121271,1
312753,111393,1
312754,111394,1
312755,121272,1
312756,121273,1
312757,121435,1
312758,121274,1
312759,111395,1
312760,121275,1
312761,111396,1
312762,121276,1
312763,111397,1
312764,121277,1
312765,111398,1
312766,121278,1
312767,111399,1
312768,121279,1
312769,111400,1
312770,111401,1
312771,111402,1
312772,121280,1
312773,121281,1
312774,111403,1
312775,121282,1
312776,121283,1
312777,121284,1
312778,111404,1
312779,121285,1
312780,121286,1
312781,111405,1
312782,121287,1
312783,111406,1
312784,111407,1
312785,111408,1
312786,121288,1
312787,121289,1
312788,121290,1
312789,121470,1
312790,121291,1
312791,111409,1
312792,121292,1
312793,111410,1
312794,111411,1
312795,121293,1
312796,121294,1
312797,111412,1
312798,121295,1
312799,111413,1
312800,121296,1
312801,111414,1
312802,121297,1
312803,121298,1
312804,121299,1
312805,121300,1
312806,111415,1
312807,121301,1
312808,111416,1
312809,121496,1
312810,121302,1
312811,121303,1
312812,111417,1
312813,121304,1
312814,111418,1
312815,111419,1
312816,121305,1
312817,121306,1
312818,111420,1
312819,121307,1
312820,111421,1
312821,111422,1
312822,111423,1
312823,121465,1
312824,111424,1
312825,111425,1
312826,121308,1
312827,121454,1
312828,121309,1
312829,111426,1
312830,121310,1
312831,111427,1
312832,111428,1
312833,111429,1
312834,111430,1
312835,121311,1
312836,111431,1
312837,111432,1
312838,121312,1
312839,111433,1
312840,121313,1
312841,121314,1
312842,121315,1
312843,111434,1
312844,111435,1
312845,121316,1
312846,121317,1
312847,121318,1
312848,111436,1
312849,111437,1
312850,111438,1
312851,111439,1
312852,121319,1
312853,121427,1
312854,121320,1
312855,111440,1
312856,111441,1
312857,121321,1
312858,121322,1
312859,121323,1
312860,121324,1
312861,111442,1
312862,121325,1
312863,121326,1
312864,121327,1
312865,121328,1
312866,111443,1
312867,121329,1
312868,121330,1
312869,111444,1
312870,121331,1
312871,121332,1
312872,111445,1
312873,111446,1
312874,121333,1
312875,111447,1
312876,121334,1
312877,111448,1
312878,111449,1
312879,121335,1
312880,111450,1
312881,121418,1
312882,121336,1
312883,111451,1
312884,111452,1
312885,111453,1
312886,121337,1
312887,111454,1
312888,121450,1
312889,111455,1
312890,111456,1
312891,111457,1
312892,121338,1
312893,121339,1
312894,121340,1
312895,111458,1
312896,111459,1
312897,121341,1
312898,121342,1
312899,121343,1
312900,111460,1
312901,121344,1
312902,111461,1
312903,121345,1
312904,121346,1
312905,121347,1
312906,111462,1
312907,121348,1
312908,111463,1
312909,121349,1
312910,121350,1
312911,121351,1
312912,121352,1
312913,111464,1
312914,121353,1
312915,111465,1
312916,111466,1
312917,111467,1
312918,121354,1
312919,111468,1
312920,111469,1
312921,111470,1
312922,121355,1
312923,111471,1
312924,121356,1
312925,111472,1
312926,121357,1
312927,121358,1
312928,121359,1
312929,111473,1
312930,111474,1
312931,121360,1
312932,121361,1
312933,121405,1
312934,121362,1
312935,111475,1
312936,121363,1
312937,111476,1
312938,121364,1
312939,121365,1
312940,111477,1
312941,111478,1
312942,111479,1
312943,121366,1
312944,121367,1
312945,121368,1
312946,121369,1
312947,111480,1
312948,121370,1
312949,121371,1
312950,121372,1
312951,111481,1
312952,121373,1
312953,111482,1
312954,111483,1
312955,121374,1
312956,111484,1
312957,111485,1
312958,121375,1
312959,111486,1
312960,121376,1
312961,121377,1
312962,121378,1
312963,111487,1
312964,111488,1
312965,121379,1
312966,111489,1
312967,111490,1
312968,121380,1
312969,121381,1
312970,111491,1
312971,111492,1
312972,121382,1
312973,121383,1
312974,121384,1
312975,111493,1
312976,121385,1
312977,121386,1
312978,121461,1
312979,111494,1
312980,121387,1
312981,111495,1
312982,121388,1
312983,111496,1
312984,121389,1
312985,121390,1
312986,121391,1
312987,121392,1
312988,111497,1
312989,121393,1
312990,121394,1
312991,111498,1
312992,121395,1
312993,111499,1
312994,121396,1
312995,121397,1
312996,121398,1
312997,111500,1
312998,121399,1
312999,121400,1
